date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:38	19105/19105	---M--	200	added ('OK')	image/png	etag:%224aa1-650e98e5-76bf540d53ba7ed1;;;%22	https://html.xpressbuddy.com/kinter/assets/img/logo/logo.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/logo/logo.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:39	23336/23336	---M-Z	200	added ('OK')	text/html	etag:%225b28-650e98e5-8e8c7e5274732002;gz%22	https://html.xpressbuddy.com/kinter/about.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/about.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:40	23010/23010	---M-Z	200	added ('OK')	text/html	etag:%2259e2-650e98e5-12d41df4706c7ce3;gz%22	https://html.xpressbuddy.com/kinter/teachers.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/teachers.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:41	24554/24554	---M-Z	200	added ('OK')	text/html	etag:%225fea-650e98e5-16d16d843fc2d850;gz%22	https://html.xpressbuddy.com/kinter/teacher-single.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/teacher-single.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:42	27742/27742	---M-Z	200	added ('OK')	text/html	etag:%226c5e-650e98e5-e3f5b73c402f84d6;gz%22	https://html.xpressbuddy.com/kinter/classes.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/classes.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:43	30737/30737	---M-Z	200	added ('OK')	text/html	etag:%227811-650e98e5-56738acf39ea9802;gz%22	https://html.xpressbuddy.com/kinter/class-single.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/class-single.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:44	102877/102877	---M-Z	200	added ('OK')	text/html	etag:%22191dd-650e98e5-53e0676a0bfa9414;gz%22	https://html.xpressbuddy.com/kinter/shop.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/shop.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:45	64648/64648	---M-Z	200	added ('OK')	text/html	etag:%22fc88-650e98e5-bf3a7da68c4737b5;gz%22	https://html.xpressbuddy.com/kinter/shop-single.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/shop-single.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:46	54957/54957	---M-Z	200	added ('OK')	text/html	etag:%22d6ad-650e98e5-ea00248f6117fadf;gz%22	https://html.xpressbuddy.com/kinter/cart.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/cart.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:47	94806/94806	---M-Z	200	added ('OK')	text/html	etag:%2217256-650e98e5-4aedd0738780642a;gz%22	https://html.xpressbuddy.com/kinter/checkout.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/checkout.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:48	36183/36183	---M-Z	200	added ('OK')	text/html	etag:%228d57-650e98e5-b1c9937e37edf5f0;gz%22	https://html.xpressbuddy.com/kinter/blog.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/blog.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:49	40983/40983	---M-Z	200	added ('OK')	text/html	etag:%22a017-650e98e5-4ac2209af4bdafd6;gz%22	https://html.xpressbuddy.com/kinter/blog-details.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/blog-details.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:50	32500/32500	---M-Z	200	added ('OK')	text/html	etag:%227ef4-650e98e5-eaa60a38b8ca3f4a;gz%22	https://html.xpressbuddy.com/kinter/contact.html	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/contact.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:51	113002/113002	---M--	200	added ('OK')	image/jpeg	etag:%221b96a-650e98e5-f5c2e01dcb0c543f;;;%22	https://html.xpressbuddy.com/kinter/assets/img/slider/slide-01.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/slider/slide-01.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:53	150017/150017	---M--	200	added ('OK')	image/jpeg	etag:%2224a01-650e98e5-d133c2b1d1efa878;;;%22	https://html.xpressbuddy.com/kinter/assets/img/slider/slide-02.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/slider/slide-02.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:53	84875/84875	---M--	200	added ('OK')	image/jpeg	etag:%2214b8b-650e98e5-a7827df67d3a27e2;;;%22	https://html.xpressbuddy.com/kinter/assets/img/slider/slide-03.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/slider/slide-03.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:54	19317/19317	---M--	200	added ('OK')	image/png	etag:%224b75-650e98e5-3b12cb9b28c73e72;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/f-icon-1.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/f-icon-1.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:55	19495/19495	---M--	200	added ('OK')	image/png	etag:%224c27-650e98e5-d59b7a21405d5f70;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/f-icon-2.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/f-icon-2.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:56	20007/20007	---M--	200	added ('OK')	image/png	etag:%224e27-650e98e5-e8c43ad84f39963;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/f-icon-3.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/f-icon-3.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:57	19197/19197	---M--	200	added ('OK')	image/png	etag:%224afd-650e98e5-7591b085ec3066ef;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/f-icon-4.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/f-icon-4.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:58	87625/87625	---M--	200	added ('OK')	image/png	etag:%2215649-650e98e5-1d74c16da01d5d0b;;;%22	https://html.xpressbuddy.com/kinter/assets/img/about/about.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/about/about.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:37:59	54731/54731	---M--	200	added ('OK')	image/jpeg	etag:%22d5cb-650e98e5-c0ff6386f84f3e87;;;%22	https://html.xpressbuddy.com/kinter/assets/img/class/class-1.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/class/class-1.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:00	65284/65284	---M--	200	added ('OK')	image/jpeg	etag:%22ff04-650e98e5-cd1c70e8b9d650de;;;%22	https://html.xpressbuddy.com/kinter/assets/img/class/class-2.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/class/class-2.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:01	76999/76999	---M--	200	added ('OK')	image/jpeg	etag:%2212cc7-650e98e5-a4f27faa008bbc1e;;;%22	https://html.xpressbuddy.com/kinter/assets/img/class/class-3.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/class/class-3.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:02	3562/3562	---M--	200	added ('OK')	image/png	etag:%22dea-650e98e5-70330d5f5e632389;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/c-icon1.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/c-icon1.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:03	2744/2744	---M--	200	added ('OK')	image/png	etag:%22ab8-650e98e5-17e0fac50546e23d;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/c-icon2.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/c-icon2.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:04	1211/1211	---M--	200	added ('OK')	image/png	etag:%224bb-650e98e5-f8524b1fe80befc1;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/c-icon3.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/c-icon3.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:05	3016/3016	---M--	200	added ('OK')	image/png	etag:%22bc8-650e98e5-9ee3eba1246220fd;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/c-icon4.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/c-icon4.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:06	73486/73486	---M--	200	added ('OK')	image/jpeg	etag:%2211f0e-650e98e5-2558afd45a8d8aa5;;;%22	https://html.xpressbuddy.com/kinter/assets/img/portfolio/port01.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/portfolio/port01.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:07	53734/53734	---M--	200	added ('OK')	image/jpeg	etag:%22d1e6-650e98e5-14c3962e500b5fe1;;;%22	https://html.xpressbuddy.com/kinter/assets/img/portfolio/port02.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/portfolio/port02.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:08	67552/67552	---M--	200	added ('OK')	image/jpeg	etag:%22107e0-650e98e5-403f042af3b0670b;;;%22	https://html.xpressbuddy.com/kinter/assets/img/portfolio/port03.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/portfolio/port03.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:09	122763/122763	---M--	200	added ('OK')	image/jpeg	etag:%221df8b-650e98e5-9a5926da40b03831;;;%22	https://html.xpressbuddy.com/kinter/assets/img/portfolio/port04.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/portfolio/port04.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:10	83489/83489	---M--	200	added ('OK')	image/jpeg	etag:%2214621-650e98e5-c8b9b46207c8ba10;;;%22	https://html.xpressbuddy.com/kinter/assets/img/portfolio/port05.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/portfolio/port05.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:11	124785/124785	---M--	200	added ('OK')	image/jpeg	etag:%221e771-650e98e5-ff7cfc2ae3d2ae1b;;;%22	https://html.xpressbuddy.com/kinter/assets/img/portfolio/port06.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/portfolio/port06.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:12	87932/87932	---M--	200	added ('OK')	image/jpeg	etag:%221577c-650e98e5-808dbf1952c91396;;;%22	https://html.xpressbuddy.com/kinter/assets/img/blog/blog-01.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/blog/blog-01.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:13	62219/62219	---M--	200	added ('OK')	image/jpeg	etag:%22f30b-650e98e5-73bc2191a01debf2;;;%22	https://html.xpressbuddy.com/kinter/assets/img/blog/blog-02.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/blog/blog-02.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:14	115235/115235	---M--	200	added ('OK')	image/jpeg	etag:%221c223-650e98e5-d3477fcee32fa28e;;;%22	https://html.xpressbuddy.com/kinter/assets/img/blog/blog-03.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/blog/blog-03.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:15	4834/4834	---M--	200	added ('OK')	image/jpeg	etag:%2212e2-650e98e5-e79051f4b9a494d2;;;%22	https://html.xpressbuddy.com/kinter/assets/img/brand/brand-01.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/brand/brand-01.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:16	2876/2876	---M--	200	added ('OK')	image/jpeg	etag:%22b3c-650e98e5-b79e28298ea3f994;;;%22	https://html.xpressbuddy.com/kinter/assets/img/brand/brand-02.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/brand/brand-02.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:17	5065/5065	---M--	200	added ('OK')	image/jpeg	etag:%2213c9-650e98e5-8501aa79f0464cff;;;%22	https://html.xpressbuddy.com/kinter/assets/img/brand/brand-03.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/brand/brand-03.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:18	4062/4062	---M--	200	added ('OK')	image/jpeg	etag:%22fde-650e98e5-7a1454d87126ff7c;;;%22	https://html.xpressbuddy.com/kinter/assets/img/brand/brand-04.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/brand/brand-04.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:19	4464/4464	---M--	200	added ('OK')	image/jpeg	etag:%221170-650e98e5-18361cf49b70b27;;;%22	https://html.xpressbuddy.com/kinter/assets/img/brand/brand-05.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/brand/brand-05.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:20	16892/16892	---M--	200	added ('OK')	image/jpeg	etag:%2241fc-650e98e5-befa5b2851f122d1;;;%22	https://html.xpressbuddy.com/kinter/assets/img/bg/footer-bg.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/bg/footer-bg.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:21	637/637	---M--	200	added ('OK')	image/png	etag:%2227d-650e98e5-ea3b4adb72364690;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/ft01.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/ft01.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:22	1823/1823	---M--	200	added ('OK')	image/png	etag:%2271f-650e98e5-f0adea91d6c5b1e4;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/ft02.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/ft02.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:23	1421/1421	---M--	200	added ('OK')	image/png	etag:%2258d-650e98e5-1b88f88fc69096d2;;;%22	https://html.xpressbuddy.com/kinter/assets/img/icon/ft03.png	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/icon/ft03.png	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:24	9418/9418	---M--	200	added ('OK')	image/jpeg	etag:%2224ca-650e98e5-5371d0522e945d23;;;%22	https://html.xpressbuddy.com/kinter/assets/img/blog/footer-post/footer-post01.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/blog/footer-post/footer-post01.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:25	10577/10577	---M--	200	added ('OK')	image/jpeg	etag:%222951-650e98e5-4371c78ffde07a0e;;;%22	https://html.xpressbuddy.com/kinter/assets/img/blog/footer-post/footer-post02.jpg	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/img/blog/footer-post/footer-post02.jpg	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:27	89477/89477	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d85-650e98e5-3b8d7c3a78b7a17b;gz%22	https://html.xpressbuddy.com/kinter/assets/js/jquery-3.5.1.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/jquery-3.5.1.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:28	80426/80426	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213a2a-650e98e5-831cd7a2e15fc15c;gz%22	https://html.xpressbuddy.com/kinter/assets/js/bootstrap.bundle.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/bootstrap.bundle.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:28	102970/102970	---MCZ	200	added ('OK')	text/html	etag:W/%22afe014828929913cbd971dda6e80ff3d%22	https://themeforest.net/user/xpressbuddy	/Users/kayishlm/code/template-web/site-template-1/themeforest.net/user/xpressbuddy.html	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:29	42768/42768	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a710-650e98e5-e6ff39afa483c61a;gz%22	https://html.xpressbuddy.com/kinter/assets/js/owl.carousel.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/owl.carousel.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:30	4026/4026	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fba-650e98e5-caf1c6fa57596860;gz%22	https://html.xpressbuddy.com/kinter/assets/js/jquery.meanmenu.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/jquery.meanmenu.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:31	253670/253670	---M-Z	200	added ('OK')	application/x-javascript	etag:%223dee6-650e98e5-8d1057666803bf3e;gz%22	https://html.xpressbuddy.com/kinter/assets/js/jqueryui.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/jqueryui.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:32	9129/9129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223a9-650e98e5-4efc33bcc1b0be46;gz%22	https://html.xpressbuddy.com/kinter/assets/js/touchspin.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/touchspin.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:33	35445/35445	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a75-650e98e5-5524270272f1471e;gz%22	https://html.xpressbuddy.com/kinter/assets/js/isotope.pkgd.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/isotope.pkgd.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:34	12144/12144	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f70-650e98e5-823ab8b224629858;gz%22	https://html.xpressbuddy.com/kinter/assets/js/odometer.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/odometer.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:35	135413/135413	---M-Z	200	added ('OK')	application/x-javascript	etag:%22210f5-650e98e5-d7578a6b92cf432a;gz%22	https://html.xpressbuddy.com/kinter/assets/js/uikit.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/uikit.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:36	4272/4272	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210b0-650e98e5-e1886773a1dbee8f;gz%22	https://html.xpressbuddy.com/kinter/assets/js/jquery.appear.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/jquery.appear.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:37	111712/111712	---M-Z	200	added ('OK')	application/x-javascript	etag:%221b460-650e98e5-94e16e299894cd23;gz%22	https://html.xpressbuddy.com/kinter/assets/js/swiper.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/swiper.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:38	1003/1003	---M-Z	200	added ('OK')	application/x-javascript	etag:%223eb-650e98e5-7add5e5add89ab30;gz%22	https://html.xpressbuddy.com/kinter/assets/js/backToTop.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/backToTop.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:39	5596/5596	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215dc-650e98e5-2d946b5f8340da0c;gz%22	https://html.xpressbuddy.com/kinter/assets/js/imagesloaded.pkgd.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/imagesloaded.pkgd.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:40	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-650e98e5-43f927b561aedde0;gz%22	https://html.xpressbuddy.com/kinter/assets/js/jquery.magnific-popup.min.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/jquery.magnific-popup.min.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:41	8848/8848	---M-Z	200	added ('OK')	application/x-javascript	etag:%222290-650e98e5-ef599a0ce64c1438;gz%22	https://html.xpressbuddy.com/kinter/assets/js/main.js	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/js/main.js	(from https://html.xpressbuddy.com/kinter/index.html)
17:38:42	125016/125016	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221e858-650e98e5-13b26702ca75a7d6;gz%22	https://html.xpressbuddy.com/kinter/assets/fonts/fa-brands-400.ttf	/Users/kayishlm/code/template-web/site-template-1/html.xpressbuddy.com/kinter/assets/fonts/fa-brands-400.ttf	(from https://html.xpressbuddy.com/kinter/assets/css/fontawesome.css)
